t;Analityczne;MBE(stabline);MPE;MT
10.58;0.000294356;0.000288641;0.000302926;0.000297051
10.59;0.000291679;0.000286009;0.000300179;0.00029435
10.6;0.000289026;0.0002834;0.000297456;0.000291673
10.61;0.000286397;0.000280815;0.000294757;0.00028902
10.62;0.000283791;0.000278254;0.000292083;0.000286391
10.63;0.000281209;0.000275716;0.000289433;0.000283785
10.64;0.00027865;0.0002732;0.000286807;0.000281203
10.65;0.000276115;0.000270708;0.000284204;0.000278645
10.66;0.000273602;0.000268238;0.000281625;0.000276109
10.67;0.000271112;0.00026579;0.000279069;0.000273596
10.68;0.000268644;0.000263364;0.000276536;0.000271106
10.69;0.000266199;0.000260961;0.000274025;0.000268639
10.7;0.000263776;0.000258579;0.000271538;0.000266193
10.71;0.000261374;0.000256218;0.000269073;0.00026377
10.72;0.000258995;0.000253879;0.000266629;0.000261369
10.73;0.000256636;0.000251562;0.000264208;0.000258989
10.74;0.000254299;0.000249265;0.000261809;0.000256631
10.75;0.000251984;0.000246989;0.000259431;0.000254294
10.76;0.000249689;0.000244733;0.000257075;0.000251978
10.77;0.000247414;0.000242498;0.00025474;0.000249683
10.78;0.000245161;0.000240283;0.000252426;0.000247409
10.79;0.000242927;0.000238089;0.000250133;0.000245155
10.8;0.000240714;0.000235914;0.00024786;0.000242922
10.81;0.000238521;0.000233759;0.000245608;0.000240709
10.82;0.000236348;0.000231623;0.000243376;0.000238516
10.83;0.000234194;0.000229507;0.000241165;0.000236342
10.84;0.00023206;0.00022741;0.000238973;0.000234189
10.85;0.000229945;0.000225332;0.000236801;0.000232055
10.86;0.000227849;0.000223272;0.000234648;0.00022994
10.87;0.000225772;0.000221232;0.000232515;0.000227844
10.88;0.000223714;0.00021921;0.000230402;0.000225767
10.89;0.000221674;0.000217206;0.000228307;0.000223709
10.9;0.000219653;0.00021522;0.000226231;0.000221669
10.91;0.00021765;0.000213253;0.000224174;0.000219648
10.92;0.000215665;0.000211303;0.000222135;0.000217645
10.93;0.000213699;0.000209371;0.000220115;0.000215661
10.94;0.00021175;0.000207456;0.000218113;0.000213694
10.95;0.000209818;0.000205559;0.000216129;0.000211745
10.96;0.000207904;0.000203679;0.000214163;0.000209814
10.97;0.000206008;0.000201816;0.000212215;0.0002079
10.98;0.000204128;0.00019997;0.000210284;0.000206003
10.99;0.000202266;0.000198141;0.000208371;0.000204124
11;0.00020042;0.000196328;0.000206475;0.000202261
11.01;0.000198592;0.000194532;0.000204596;0.000200416
11.02;0.000196779;0.000192752;0.000202734;0.000198587
11.03;0.000194983;0.000190988;0.000200888;0.000196775
11.04;0.000193204;0.00018924;0.00019906;0.000194979
11.05;0.00019144;0.000187508;0.000197248;0.000193199
11.06;0.000189693;0.000185792;0.000195452;0.000191436
11.07;0.000187961;0.000184091;0.000193673;0.000189688
11.08;0.000186245;0.000182406;0.000191909;0.000187957
11.09;0.000184544;0.000180736;0.000190162;0.00018624
11.1;0.000182859;0.000179082;0.00018843;0.00018454
11.11;0.000181189;0.000177442;0.000186714;0.000182855
11.12;0.000179535;0.000175817;0.000185014;0.000181185
11.13;0.000177895;0.000174207;0.000183329;0.00017953
11.14;0.00017627;0.000172612;0.000181659;0.000177891
11.15;0.00017466;0.000171031;0.000180004;0.000176266
11.16;0.000173064;0.000169464;0.000178364;0.000174656
11.17;0.000171483;0.000167912;0.000176739;0.00017306
11.18;0.000169916;0.000166374;0.000175129;0.000171479
11.19;0.000168364;0.000164849;0.000173533;0.000169912
11.2;0.000166825;0.000163339;0.000171951;0.00016836
11.21;0.000165301;0.000161842;0.000170384;0.000166821
11.22;0.00016379;0.000160359;0.000168831;0.000165297
11.23;0.000162293;0.00015889;0.000167292;0.000163786
11.24;0.000160809;0.000157434;0.000165767;0.000162289
11.25;0.000159339;0.000155991;0.000164256;0.000160806
11.26;0.000157883;0.000154561;0.000162759;0.000159336
11.27;0.000156439;0.000153144;0.000161275;0.000157879
11.28;0.000155009;0.00015174;0.000159804;0.000156436
11.29;0.000153592;0.000150349;0.000158347;0.000155005
11.3;0.000152187;0.00014897;0.000156903;0.000153588
11.31;0.000150795;0.000147604;0.000155472;0.000152183
11.32;0.000149416;0.000146251;0.000154054;0.000150792
11.33;0.000148049;0.00014491;0.000152649;0.000149412
11.34;0.000146695;0.000143581;0.000151256;0.000148046
11.35;0.000145353;0.000142264;0.000149876;0.000146692
11.36;0.000144023;0.000140959;0.000148509;0.00014535
11.37;0.000142706;0.000139666;0.000147154;0.00014402
11.38;0.0001414;0.000138384;0.000145811;0.000142702
11.39;0.000140106;0.000137115;0.000144481;0.000141397
11.4;0.000138824;0.000135857;0.000143162;0.000140103
11.41;0.000137554;0.00013461;0.000141855;0.000138821
11.42;0.000136295;0.000133375;0.000140561;0.00013755
11.43;0.000135047;0.000132151;0.000139278;0.000136291
11.44;0.000133811;0.000130938;0.000138006;0.000135044
11.45;0.000132586;0.000129736;0.000136746;0.000133808
11.46;0.000131372;0.000128545;0.000135498;0.000132583
11.47;0.000130169;0.000127365;0.000134261;0.000131369
11.48;0.000128977;0.000126196;0.000133035;0.000130166
11.49;0.000127796;0.000125037;0.00013182;0.000128974
11.5;0.000126626;0.000123889;0.000130616;0.000127793
11.51;0.000125467;0.000122752;0.000129423;0.000126623
11.52;0.000124317;0.000121624;0.000128241;0.000125463
11.53;0.000123179;0.000120507;0.00012707;0.000124314
11.54;0.00012205;0.000119401;0.000125909;0.000123176
11.55;0.000120932;0.000118304;0.000124758;0.000122047
11.56;0.000119824;0.000117217;0.000123619;0.000120929
11.57;0.000118727;0.000116141;0.000122489;0.000119821
11.58;0.000117639;0.000115074;0.00012137;0.000118724
11.59;0.000116561;0.000114016;0.000120261;0.000117636
11.6;0.000115493;0.000112969;0.000119162;0.000116558
11.61;0.000114434;0.000111931;0.000118073;0.00011549
11.62;0.000113385;0.000110902;0.000116994;0.000114431
11.63;0.000112346;0.000109883;0.000115924;0.000113383
11.64;0.000111316;0.000108873;0.000114864;0.000112343
11.65;0.000110296;0.000107873;0.000113814;0.000111314
11.66;0.000109285;0.000106881;0.000112774;0.000110293
11.67;0.000108283;0.000105898;0.000111743;0.000109282
11.68;0.00010729;0.000104925;0.000110721;0.00010828
11.69;0.000106306;0.00010396;0.000109709;0.000107287
11.7;0.000105332;0.000103004;0.000108705;0.000106304
11.71;0.000104366;0.000102057;0.000107711;0.000105329
11.72;0.000103408;0.000101119;0.000106726;0.000104363
11.73;0.00010246;0.000100189;0.00010575;0.000103406
11.74;0.00010152;9.92676e-005;0.000104782;0.000102457
11.75;0.000100589;9.83546e-005;0.000103824;0.000101518
11.76;9.96661e-005;9.745e-005;0.000102874;0.000100586
11.77;9.87518e-005;9.65536e-005;0.000101933;9.96635e-005
11.78;9.78457e-005;9.56654e-005;0.000101;9.87492e-005
11.79;9.69479e-005;9.47853e-005;0.000100076;9.78432e-005
11.8;9.60583e-005;9.39132e-005;9.91601e-005;9.69454e-005
11.81;9.51768e-005;9.30492e-005;9.82526e-005;9.60558e-005
11.82;9.43034e-005;9.2193e-005;9.73534e-005;9.51744e-005
11.83;9.34379e-005;9.13446e-005;9.64623e-005;9.43009e-005
11.84;9.25803e-005;9.0504e-005;9.55793e-005;9.34354e-005
11.85;9.17304e-005;8.9671e-005;9.47044e-005;9.25778e-005
11.86;9.08884e-005;8.88457e-005;9.38374e-005;9.1728e-005
11.87;9.0054e-005;8.80279e-005;9.29783e-005;9.0886e-005
11.88;8.92272e-005;8.72176e-005;9.2127e-005;9.00516e-005
11.89;8.8408e-005;8.64147e-005;9.12835e-005;8.92249e-005
11.9;8.75962e-005;8.56192e-005;9.04476e-005;8.84057e-005
11.91;8.67919e-005;8.48309e-005;8.96193e-005;8.75939e-005
11.92;8.59948e-005;8.40498e-005;8.87985e-005;8.67896e-005
11.93;8.52051e-005;8.32759e-005;8.79852e-005;8.59925e-005
11.94;8.44225e-005;8.2509e-005;8.71793e-005;8.52028e-005
11.95;8.36471e-005;8.17492e-005;8.63808e-005;8.44202e-005
11.96;8.28787e-005;8.09963e-005;8.55895e-005;8.36448e-005
11.97;8.21174e-005;8.02502e-005;8.48054e-005;8.28765e-005
11.98;8.1363e-005;7.95111e-005;8.40284e-005;8.21152e-005
11.99;8.06155e-005;7.87786e-005;8.32585e-005;8.13608e-005
12;7.98748e-005;7.80529e-005;8.24956e-005;8.06133e-005
12.01;7.91408e-005;7.73338e-005;8.17396e-005;7.98726e-005
12.02;7.84136e-005;7.66213e-005;8.09906e-005;7.91387e-005
12.03;7.7693e-005;7.59153e-005;8.02483e-005;7.84115e-005
12.04;7.6979e-005;7.52158e-005;7.95128e-005;7.76909e-005
12.05;7.62715e-005;7.45227e-005;7.8784e-005;7.69769e-005
12.06;7.55704e-005;7.38359e-005;7.80618e-005;7.62694e-005
12.07;7.48758e-005;7.31554e-005;7.73462e-005;7.55683e-005
12.08;7.41874e-005;7.24811e-005;7.66371e-005;7.48737e-005
12.09;7.35054e-005;7.1813e-005;7.59345e-005;7.41854e-005
12.1;7.28296e-005;7.11511e-005;7.52383e-005;7.35034e-005
12.11;7.216e-005;7.04951e-005;7.45484e-005;7.28276e-005
12.12;7.14965e-005;6.98452e-005;7.38648e-005;7.2158e-005
12.13;7.0839e-005;6.92013e-005;7.31874e-005;7.14945e-005
12.14;7.01876e-005;6.85632e-005;7.25162e-005;7.08371e-005
12.15;6.95421e-005;6.7931e-005;7.18511e-005;7.01857e-005
12.16;6.89025e-005;6.73046e-005;7.11921e-005;6.95402e-005
12.17;6.82687e-005;6.66839e-005;7.0539e-005;6.89006e-005
12.18;6.76408e-005;6.60689e-005;6.98919e-005;6.82669e-005
12.19;6.70186e-005;6.54595e-005;6.92508e-005;6.76389e-005
12.2;6.6402e-005;6.48557e-005;6.86154e-005;6.70167e-005
12.21;6.57911e-005;6.42575e-005;6.79859e-005;6.64002e-005
12.22;6.51858e-005;6.36647e-005;6.7362e-005;6.57893e-005
12.23;6.4586e-005;6.30774e-005;6.67439e-005;6.5184e-005
12.24;6.39917e-005;6.24954e-005;6.61314e-005;6.45842e-005
12.25;6.34028e-005;6.19188e-005;6.55245e-005;6.39899e-005
12.26;6.28193e-005;6.13474e-005;6.49231e-005;6.3401e-005
12.27;6.22412e-005;6.07813e-005;6.43272e-005;6.28175e-005
12.28;6.16683e-005;6.02204e-005;6.37368e-005;6.22394e-005
12.29;6.11006e-005;5.96647e-005;6.31517e-005;6.16665e-005
12.3;6.05382e-005;5.9114e-005;6.25719e-005;6.10989e-005
12.31;5.99809e-005;5.85684e-005;6.19975e-005;6.05365e-005
12.32;5.94287e-005;5.80278e-005;6.14283e-005;5.99792e-005
12.33;5.88815e-005;5.74921e-005;6.08642e-005;5.9427e-005
12.34;5.83394e-005;5.69613e-005;6.03054e-005;5.88799e-005
12.35;5.78022e-005;5.64355e-005;5.97516e-005;5.83377e-005
12.36;5.72699e-005;5.59144e-005;5.92028e-005;5.78006e-005
12.37;5.67425e-005;5.53981e-005;5.86591e-005;5.72683e-005
12.38;5.62199e-005;5.48866e-005;5.81204e-005;5.67409e-005
12.39;5.57021e-005;5.43797e-005;5.75865e-005;5.62183e-005
12.4;5.51891e-005;5.38775e-005;5.70575e-005;5.57006e-005
12.41;5.46807e-005;5.338e-005;5.65334e-005;5.51875e-005
12.42;5.4177e-005;5.28869e-005;5.6014e-005;5.46792e-005
12.43;5.36779e-005;5.23984e-005;5.54994e-005;5.41755e-005
12.44;5.31834e-005;5.19144e-005;5.49895e-005;5.36764e-005
12.45;5.26934e-005;5.14348e-005;5.44842e-005;5.31818e-005
12.46;5.22079e-005;5.09597e-005;5.39835e-005;5.26918e-005
12.47;5.17268e-005;5.04889e-005;5.34875e-005;5.22063e-005
12.48;5.12501e-005;5.00224e-005;5.29959e-005;5.17253e-005
12.49;5.07778e-005;4.95602e-005;5.25088e-005;5.12486e-005
12.5;5.03098e-005;4.91022e-005;5.20262e-005;5.07763e-005
12.51;4.98461e-005;4.86485e-005;5.1548e-005;5.03084e-005
12.52;4.93867e-005;4.81989e-005;5.10741e-005;4.98447e-005
12.53;4.89314e-005;4.77534e-005;5.06046e-005;4.93852e-005
12.54;4.84804e-005;4.7312e-005;5.01394e-005;4.893e-005
12.55;4.80334e-005;4.68747e-005;4.96784e-005;4.84789e-005
12.56;4.75906e-005;4.64414e-005;4.92217e-005;4.8032e-005
12.57;4.71518e-005;4.60121e-005;4.87691e-005;4.75892e-005
12.58;4.6717e-005;4.55867e-005;4.83206e-005;4.71504e-005
12.59;4.62862e-005;4.51653e-005;4.78762e-005;4.67157e-005
12.6;4.58594e-005;4.47477e-005;4.74359e-005;4.62849e-005
12.61;4.54365e-005;4.43339e-005;4.69997e-005;4.58581e-005
12.62;4.50174e-005;4.3924e-005;4.65674e-005;4.54351e-005
12.63;4.46022e-005;4.35178e-005;4.6139e-005;4.50161e-005
12.64;4.41908e-005;4.31153e-005;4.57146e-005;4.46009e-005
12.65;4.37832e-005;4.27166e-005;4.52941e-005;4.41895e-005
12.66;4.33793e-005;4.23215e-005;4.48774e-005;4.37819e-005
12.67;4.29791e-005;4.193e-005;4.44645e-005;4.3378e-005
12.68;4.25826e-005;4.15422e-005;4.40554e-005;4.29778e-005
12.69;4.21897e-005;4.11579e-005;4.365e-005;4.25813e-005
12.7;4.18004e-005;4.07771e-005;4.32483e-005;4.21884e-005
12.71;4.14147e-005;4.03998e-005;4.28503e-005;4.17992e-005
12.72;4.10325e-005;4.00261e-005;4.2456e-005;4.14135e-005
12.73;4.06539e-005;3.96557e-005;4.20652e-005;4.10313e-005
12.74;4.02787e-005;3.92888e-005;4.16781e-005;4.06526e-005
12.75;3.99069e-005;3.89252e-005;4.12944e-005;4.02774e-005
12.76;3.95386e-005;3.85649e-005;4.09143e-005;3.99057e-005
12.77;3.91736e-005;3.8208e-005;4.05377e-005;3.95374e-005
12.78;3.8812e-005;3.78544e-005;4.01645e-005;3.91724e-005
12.79;3.84537e-005;3.7504e-005;3.97947e-005;3.88108e-005
12.8;3.80987e-005;3.71569e-005;3.94283e-005;3.84525e-005
12.81;3.77469e-005;3.68129e-005;3.90653e-005;3.80975e-005
12.82;3.73984e-005;3.64721e-005;3.87055e-005;3.77458e-005
12.83;3.70531e-005;3.61345e-005;3.83491e-005;3.73972e-005
12.84;3.67109e-005;3.57999e-005;3.79959e-005;3.70519e-005
12.85;3.63719e-005;3.54684e-005;3.7646e-005;3.67098e-005
12.86;3.6036e-005;3.514e-005;3.72993e-005;3.63708e-005
12.87;3.57031e-005;3.48146e-005;3.69557e-005;3.60349e-005
12.88;3.53734e-005;3.44922e-005;3.66153e-005;3.5702e-005
12.89;3.50466e-005;3.41728e-005;3.6278e-005;3.53723e-005
12.9;3.47229e-005;3.38563e-005;3.59438e-005;3.50456e-005
12.91;3.44021e-005;3.35427e-005;3.56127e-005;3.47218e-005
12.92;3.40843e-005;3.3232e-005;3.52845e-005;3.44011e-005
12.93;3.37694e-005;3.29242e-005;3.49594e-005;3.40833e-005
12.94;3.34574e-005;3.26192e-005;3.46373e-005;3.37684e-005
12.95;3.31483e-005;3.2317e-005;3.43181e-005;3.34564e-005
12.96;3.28419e-005;3.20176e-005;3.40019e-005;3.31472e-005
12.97;3.25385e-005;3.17209e-005;3.36885e-005;3.28409e-005
12.98;3.22378e-005;3.1427e-005;3.3378e-005;3.25374e-005
12.99;3.19398e-005;3.11358e-005;3.30704e-005;3.22368e-005
13;3.16446e-005;3.08473e-005;3.27656e-005;3.19388e-005
13.01;3.13521e-005;3.05614e-005;3.24635e-005;3.16436e-005
13.02;3.10623e-005;3.02781e-005;3.21643e-005;3.13511e-005
13.03;3.07752e-005;2.99975e-005;3.18677e-005;3.10613e-005
13.04;3.04907e-005;2.97195e-005;3.15739e-005;3.07742e-005
13.05;3.02088e-005;2.9444e-005;3.12828e-005;3.04897e-005
13.06;2.99295e-005;2.91711e-005;3.09944e-005;3.02078e-005
13.07;2.96528e-005;2.89006e-005;3.07086e-005;2.99286e-005
13.08;2.93786e-005;2.86327e-005;3.04254e-005;2.96518e-005
13.09;2.91069e-005;2.83672e-005;3.01448e-005;2.93777e-005
13.1;2.88378e-005;2.81042e-005;2.98668e-005;2.9106e-005
13.11;2.85711e-005;2.78436e-005;2.95913e-005;2.88368e-005
13.12;2.83068e-005;2.75855e-005;2.93184e-005;2.85702e-005
13.13;2.8045e-005;2.73296e-005;2.9048e-005;2.83059e-005
13.14;2.77856e-005;2.70762e-005;2.878e-005;2.80441e-005
13.15;2.75286e-005;2.68251e-005;2.85145e-005;2.77847e-005
13.16;2.72739e-005;2.65763e-005;2.82515e-005;2.75277e-005
13.17;2.70216e-005;2.63298e-005;2.79908e-005;2.72731e-005
13.18;2.67716e-005;2.60856e-005;2.77326e-005;2.70208e-005
13.19;2.65239e-005;2.58436e-005;2.74767e-005;2.67708e-005
13.2;2.62785e-005;2.56038e-005;2.72231e-005;2.65231e-005
13.21;2.60354e-005;2.53663e-005;2.69719e-005;2.62777e-005
13.22;2.57945e-005;2.5131e-005;2.6723e-005;2.60345e-005
13.23;2.55558e-005;2.48978e-005;2.64764e-005;2.57936e-005
13.24;2.53193e-005;2.46668e-005;2.6232e-005;2.55549e-005
13.25;2.50849e-005;2.44379e-005;2.59899e-005;2.53184e-005
13.26;2.48528e-005;2.42111e-005;2.575e-005;2.50841e-005
13.27;2.46227e-005;2.39864e-005;2.55123e-005;2.4852e-005
13.28;2.43948e-005;2.37638e-005;2.52768e-005;2.46219e-005
13.29;2.4169e-005;2.35433e-005;2.50435e-005;2.4394e-005
13.3;2.39453e-005;2.33248e-005;2.48122e-005;2.41682e-005
13.31;2.37236e-005;2.31082e-005;2.45832e-005;2.39445e-005
13.32;2.35039e-005;2.28937e-005;2.43562e-005;2.37228e-005
13.33;2.32863e-005;2.26812e-005;2.41313e-005;2.35032e-005
13.34;2.30707e-005;2.24707e-005;2.39084e-005;2.32856e-005
13.35;2.28571e-005;2.2262e-005;2.36877e-005;2.30699e-005
13.36;2.26454e-005;2.20553e-005;2.34689e-005;2.28563e-005
13.37;2.24357e-005;2.18506e-005;2.32521e-005;2.26447e-005
13.38;2.22279e-005;2.16477e-005;2.30374e-005;2.2435e-005
13.39;2.2022e-005;2.14467e-005;2.28246e-005;2.22272e-005
13.4;2.18181e-005;2.12475e-005;2.26138e-005;2.20213e-005
13.41;2.1616e-005;2.10502e-005;2.24049e-005;2.18174e-005
13.42;2.14158e-005;2.08547e-005;2.21979e-005;2.16153e-005
13.43;2.12174e-005;2.0661e-005;2.19928e-005;2.1415e-005
13.44;2.10208e-005;2.04691e-005;2.17896e-005;2.12167e-005
13.45;2.08261e-005;2.02789e-005;2.15883e-005;2.10201e-005
13.46;2.06331e-005;2.00906e-005;2.13888e-005;2.08254e-005
13.47;2.04419e-005;1.99039e-005;2.11912e-005;2.06324e-005
13.48;2.02525e-005;1.9719e-005;2.09953e-005;2.04412e-005
13.49;2.00648e-005;1.95358e-005;2.08013e-005;2.02518e-005
13.5;1.98789e-005;1.93543e-005;2.06091e-005;2.00642e-005
13.51;1.96947e-005;1.91745e-005;2.04186e-005;1.98782e-005
13.52;1.95122e-005;1.89963e-005;2.02299e-005;1.9694e-005
13.53;1.93313e-005;1.88198e-005;2.00429e-005;1.95115e-005
13.54;1.91521e-005;1.86449e-005;1.98576e-005;1.93307e-005
13.55;1.89746e-005;1.84716e-005;1.9674e-005;1.91515e-005
13.56;1.87987e-005;1.82999e-005;1.94922e-005;1.8974e-005
13.57;1.86244e-005;1.81298e-005;1.9312e-005;1.87981e-005
13.58;1.84518e-005;1.79613e-005;1.91334e-005;1.86238e-005
13.59;1.82807e-005;1.77944e-005;1.89565e-005;1.84512e-005
13.6;1.81112e-005;1.76289e-005;1.87812e-005;1.82801e-005
13.61;1.79433e-005;1.74651e-005;1.86075e-005;1.81106e-005
13.62;1.77769e-005;1.73027e-005;1.84355e-005;1.79427e-005
13.63;1.76121e-005;1.71418e-005;1.8265e-005;1.77763e-005
13.64;1.74488e-005;1.69824e-005;1.80961e-005;1.76115e-005
13.65;1.72869e-005;1.68245e-005;1.79287e-005;1.74482e-005
13.66;1.71266e-005;1.66681e-005;1.77629e-005;1.72863e-005
13.67;1.69678e-005;1.65131e-005;1.75986e-005;1.7126e-005
13.68;1.68104e-005;1.63595e-005;1.74358e-005;1.69672e-005
13.69;1.66545e-005;1.62074e-005;1.72745e-005;1.68098e-005
13.7;1.65e-005;1.60566e-005;1.71147e-005;1.66539e-005
13.71;1.63469e-005;1.59073e-005;1.69563e-005;1.64994e-005
13.72;1.61952e-005;1.57593e-005;1.67994e-005;1.63463e-005
13.73;1.6045e-005;1.56128e-005;1.6644e-005;1.61947e-005
13.74;1.58961e-005;1.54675e-005;1.649e-005;1.60444e-005
13.75;1.57486e-005;1.53236e-005;1.63374e-005;1.58956e-005
13.76;1.56025e-005;1.51811e-005;1.61862e-005;1.57481e-005
13.77;1.54577e-005;1.50398e-005;1.60364e-005;1.5602e-005
13.78;1.53143e-005;1.48999e-005;1.5888e-005;1.54572e-005
13.79;1.51722e-005;1.47613e-005;1.5741e-005;1.53137e-005
13.8;1.50313e-005;1.46239e-005;1.55953e-005;1.51716e-005
13.81;1.48918e-005;1.44878e-005;1.54509e-005;1.50308e-005
13.82;1.47536e-005;1.4353e-005;1.53079e-005;1.48913e-005
13.83;1.46167e-005;1.42194e-005;1.51662e-005;1.47531e-005
13.84;1.4481e-005;1.40871e-005;1.50258e-005;1.46162e-005
13.85;1.43466e-005;1.3956e-005;1.48867e-005;1.44805e-005
13.86;1.42134e-005;1.38261e-005;1.47488e-005;1.43461e-005
13.87;1.40814e-005;1.36974e-005;1.46123e-005;1.42129e-005
13.88;1.39507e-005;1.35699e-005;1.4477e-005;1.40809e-005
13.89;1.38212e-005;1.34435e-005;1.43429e-005;1.39502e-005
13.9;1.36928e-005;1.33184e-005;1.42101e-005;1.38207e-005
13.91;1.35657e-005;1.31944e-005;1.40785e-005;1.36923e-005
13.92;1.34397e-005;1.30716e-005;1.39481e-005;1.35652e-005
13.93;1.33149e-005;1.29498e-005;1.3819e-005;1.34392e-005
13.94;1.31912e-005;1.28293e-005;1.3691e-005;1.33144e-005
13.95;1.30687e-005;1.27098e-005;1.35642e-005;1.31908e-005
13.96;1.29473e-005;1.25914e-005;1.34385e-005;1.30683e-005
13.97;1.28271e-005;1.24742e-005;1.3314e-005;1.29469e-005
13.98;1.27079e-005;1.2358e-005;1.31907e-005;1.28266e-005
13.99;1.25899e-005;1.22429e-005;1.30685e-005;1.27075e-005
14;1.24729e-005;1.21289e-005;1.29474e-005;1.25894e-005
14.01;1.23571e-005;1.20159e-005;1.28275e-005;1.24725e-005
14.02;1.22423e-005;1.1904e-005;1.27086e-005;1.23566e-005
14.03;1.21285e-005;1.17931e-005;1.25908e-005;1.22418e-005
14.04;1.20158e-005;1.16832e-005;1.24742e-005;1.21281e-005
14.05;1.19042e-005;1.15744e-005;1.23586e-005;1.20154e-005
14.06;1.17936e-005;1.14666e-005;1.2244e-005;1.19037e-005
14.07;1.1684e-005;1.13597e-005;1.21306e-005;1.17931e-005
14.08;1.15754e-005;1.12539e-005;1.20181e-005;1.16835e-005
14.09;1.14678e-005;1.1149e-005;1.19067e-005;1.1575e-005
14.1;1.13612e-005;1.10451e-005;1.17964e-005;1.14674e-005
14.11;1.12556e-005;1.09422e-005;1.1687e-005;1.13608e-005
14.12;1.1151e-005;1.08402e-005;1.15787e-005;1.12552e-005
14.13;1.10473e-005;1.07392e-005;1.14714e-005;1.11506e-005
14.14;1.09447e-005;1.06391e-005;1.1365e-005;1.10469e-005
14.15;1.08429e-005;1.05399e-005;1.12596e-005;1.09443e-005
14.16;1.07421e-005;1.04417e-005;1.11552e-005;1.08425e-005
14.17;1.06422e-005;1.03444e-005;1.10518e-005;1.07417e-005
14.18;1.05433e-005;1.02479e-005;1.09493e-005;1.06418e-005
14.19;1.04453e-005;1.01524e-005;1.08478e-005;1.05429e-005
14.2;1.03481e-005;1.00578e-005;1.07472e-005;1.04449e-005
14.21;1.02519e-005;9.96399e-006;1.06475e-005;1.03478e-005
14.22;1.01566e-005;9.87109e-006;1.05488e-005;1.02515e-005
14.23;1.00621e-005;9.77906e-006;1.0451e-005;1.01562e-005
14.24;9.96854e-006;9.68787e-006;1.0354e-005;1.00618e-005
14.25;9.87583e-006;9.59754e-006;1.0258e-005;9.96818e-006
14.26;9.78397e-006;9.50804e-006;1.01628e-005;9.87547e-006
14.27;9.69297e-006;9.41937e-006;1.00686e-005;9.78361e-006
14.28;9.60281e-006;9.33152e-006;9.97515e-006;9.69261e-006
14.29;9.51348e-006;9.24449e-006;9.88261e-006;9.60245e-006
14.3;9.42498e-006;9.15827e-006;9.79093e-006;9.51313e-006
14.31;9.3373e-006;9.07285e-006;9.70009e-006;9.42463e-006
14.32;9.25043e-006;8.98822e-006;9.61008e-006;9.33695e-006
14.33;9.16436e-006;8.90437e-006;9.52091e-006;9.25009e-006
14.34;9.07909e-006;8.82131e-006;9.43256e-006;9.16402e-006
14.35;8.99461e-006;8.73901e-006;9.34503e-006;9.07876e-006
14.36;8.91092e-006;8.65748e-006;9.25831e-006;8.99428e-006
14.37;8.828e-006;8.57671e-006;9.17239e-006;8.91059e-006
14.38;8.74584e-006;8.49668e-006;9.08726e-006;8.82767e-006
14.39;8.66445e-006;8.4174e-006;9.00292e-006;8.74552e-006
14.4;8.58381e-006;8.33886e-006;8.91935e-006;8.66413e-006
14.41;8.50392e-006;8.26105e-006;8.83656e-006;8.58349e-006
14.42;8.42477e-006;8.18395e-006;8.75453e-006;8.5036e-006
14.43;8.34635e-006;8.10758e-006;8.67326e-006;8.42445e-006
14.44;8.26866e-006;8.03191e-006;8.59275e-006;8.34604e-006
14.45;8.19168e-006;7.95695e-006;8.51297e-006;8.26835e-006
14.46;8.11543e-006;7.88268e-006;8.43393e-006;8.19138e-006
14.47;8.03987e-006;7.8091e-006;8.35563e-006;8.11512e-006
14.48;7.96502e-006;7.73621e-006;8.27804e-006;8.03957e-006
14.49;7.89086e-006;7.66399e-006;8.20118e-006;7.96472e-006
14.5;7.81739e-006;7.59245e-006;8.12502e-006;7.89056e-006
14.51;7.7446e-006;7.52156e-006;8.04957e-006;7.81709e-006
14.52;7.67248e-006;7.45134e-006;7.97481e-006;7.74431e-006
14.53;7.60103e-006;7.38177e-006;7.90075e-006;7.67219e-006
14.54;7.53025e-006;7.31285e-006;7.82737e-006;7.60075e-006
14.55;7.46012e-006;7.24457e-006;7.75467e-006;7.52996e-006
14.56;7.39064e-006;7.17692e-006;7.68264e-006;7.45983e-006
14.57;7.3218e-006;7.1099e-006;7.61128e-006;7.39036e-006
14.58;7.25361e-006;7.0435e-006;7.54057e-006;7.32152e-006
14.59;7.18604e-006;6.97772e-006;7.47053e-006;7.25333e-006
14.6;7.1191e-006;6.91255e-006;7.40112e-006;7.18577e-006
14.61;7.05278e-006;6.84799e-006;7.33236e-006;7.11883e-006
14.62;6.98708e-006;6.78403e-006;7.26424e-006;7.05251e-006
14.63;6.92199e-006;6.72066e-006;7.19674e-006;6.98681e-006
14.64;6.8575e-006;6.65789e-006;7.12987e-006;6.92172e-006
14.65;6.7936e-006;6.59569e-006;7.06362e-006;6.85723e-006
14.66;6.7303e-006;6.53408e-006;6.99798e-006;6.79334e-006
14.67;6.66759e-006;6.47303e-006;6.93295e-006;6.73005e-006
14.68;6.60546e-006;6.41256e-006;6.86852e-006;6.66733e-006
14.69;6.54391e-006;6.35264e-006;6.80469e-006;6.60521e-006
14.7;6.48292e-006;6.29329e-006;6.74144e-006;6.54365e-006
14.71;6.4225e-006;6.23449e-006;6.67879e-006;6.48267e-006
14.72;6.36265e-006;6.17623e-006;6.61671e-006;6.42226e-006
